"","GENECARDS","ENTRY-NAME"
"1487.1","PSMD5","PSMD5_HUMAN"
"1790.1","PHC2","PHC2_HUMAN"
"2154","OSCP1","OSCP1_HUMAN"
"2155","ERI3","ERI3_HUMAN"
"2156","LRRIQ3","LRIQ3_HUMAN"
"2157","KCNT2","KCNT2_HUMAN"
"2158","NUP133","NU133_HUMAN"
"1565.1","RBM34","RBM34_HUMAN"
"2159","ARID4B","ARI4B_HUMAN"
"2160","ERO1B","ERO1B_HUMAN"
"1386.7","CCDC3","CCDC3_HUMAN"
"2161","FAM107B","F107B_HUMAN"
"1805.3","PTPN20","PTN20_HUMAN"
"2162","IDE","IDE_HUMAN"
"2163","C10orf90","CJ090_HUMAN"
"2164","HPS5","HPS5_HUMAN"
"1955.1","UEVLD","UEVLD_HUMAN"
"2067.1","LRRC4C","LRC4C_HUMAN"
"2165","GAL3ST3","G3ST3_HUMAN"
"1633.1","ALG8","ALG8_HUMAN"
"2166","RAB30","RAB30_HUMAN"
"2167","NPAT","NPAT_HUMAN"
"1636.1","SLCO1A2","SO1A2_HUMAN"
"2168","ABCC9","ABCC9_HUMAN"
"2169","TM7SF3","TM7S3_HUMAN"
"2170","PRICKLE1","PRIC1_HUMAN"
"2171","TSPAN19","TSN19_HUMAN"
"2055.1","GNPTAB","GNPTA_HUMAN"
"1832.1","C12orf73","CL073_HUMAN"
"2172","TAOK3","TAOK3_HUMAN"
"1840.1","NEK3","NEK3_HUMAN"
"2173","RBM26","RBM26_HUMAN"
"2174","CARS2","SYCM_HUMAN"
"2175","WARS","SYWC_HUMAN"
"2176","UBAP1L","UBA1L_HUMAN"
"2177","PCSK6","PCSK6_HUMAN"
"2178","CLN3","CLN3_HUMAN"
"2008.1","KARS","SYK_HUMAN"
"1417.8","CMC2","COXM2_HUMAN"
"1419.2","DBNDD1","DBND1_HUMAN"
"2179","CCDC144B","C144B_HUMAN"
"2180","ULK2","ULK2_HUMAN"
"1658.1","USP32","UBP32_HUMAN"
"2181","MED13","MED13_HUMAN"
"1732.1","ABCA6","ABCA6_HUMAN"
"1732.2","ABCA6","ABCA6_HUMAN"
"2060.2","CCDC57","CCD57_HUMAN"
"2182","CDH2","CADH2_HUMAN"
"2183","HDHD2","HDHD2_HUMAN"
"1425.2","SMAD2","SMAD2_HUMAN"
"2184","ZNF14","ZNF14_HUMAN"
"2185","ZNF320","ZN320_HUMAN"
"2186","NBAS","NBAS_HUMAN"
"1883.3","FAM168B","F168B_HUMAN"
"2187","MMADHC","MMAD_HUMAN"
"2188","LRP2","LRP2_HUMAN"
"1439.2","CHN1","CHIN_HUMAN"
"1587.4","ICA1L","ICA1L_HUMAN"
"2189","EPHA4","EPHA4_HUMAN"
"2190","C20orf194","CT194_HUMAN"
"1995.3","FAM182B","F182B_HUMAN"
"2191","TRPC4AP","TP4AP_HUMAN"
"1677.1","ZNF334","ZN334_HUMAN"
"2192","TPST2","TPST2_HUMAN"
"2193","ANKRD28","ANR28_HUMAN"
"1449.6","ANO10","ANO10_HUMAN"
"2194","MYLK","MYLK_HUMAN"
"2195","DZIP1L","DZI1L_HUMAN"
"1454.1","ATR","ATR_HUMAN"
"2196","C3orf33","CC033_HUMAN"
"1455.1","APOD","APOD_HUMAN"
"1913.1","APBB2","APBB2_HUMAN"
"2197","SPARCL1","SPRL1_HUMAN"
"2198","TRPC3","TRPC3_HUMAN"
"2199","NSUN2","NSUN2_HUMAN"
"2047.1","PPP2R2B","2ABB_HUMAN"
"2200","SH3TC2","S3TC2_HUMAN"
"2201","TNIP1","TNIP1_HUMAN"
"2202","MCM3","MCM3_HUMAN"
"2203","COL21A1","COLA1_HUMAN"
"2063.1","RARS2","SYRM_HUMAN"
"2204","MAGI2","MAGI2_HUMAN"
"1478.2","NRCAM","NRCAM_HUMAN"
"2205","SLC37A3","SPX3_HUMAN"
"1750.1","MKRN1","MKRN1_HUMAN"
"2206","ATP6V1H","VATH_HUMAN"
"2127.1","ASPH","ASPH_HUMAN"
"1938.1","TRIQK","TRIQK_HUMAN"
"1711.1","EEF1D","EF1D_HUMAN"
"1558.1","ZDHHC21","ZDH21_HUMAN"
"1714.1","NMRK1","NRK1_HUMAN"
"1486.3","AUH","AUHM_HUMAN"
"1715.1","ZNF484","ZN484_HUMAN"
"1998.1","LPAR1","LPAR1_HUMAN"
"1998.2","LPAR1","LPAR1_HUMAN"
"2207","ASTN2","ASTN2_HUMAN"
"2208","PPP6C","PPP6_HUMAN"
"2209","CAMSAP1","CAMP1_HUMAN"
"2210","UXT","UXT_HUMAN"
"2210.1","UXT","UXT_HUMAN"
"2211","SMYD3","SMYD3_HUMAN"
"2212","NPFFR1","NPFF1_HUMAN"
"2213","ZNF235","ZN235_HUMAN"
"1983.1","CREG2","CREG2_HUMAN"
"1943.1","PTK2","FAK1_HUMAN"
"2214","RIMS3","RIMS3_HUMAN"
"2215","ASH1L","ASH1L_HUMAN"
"1992.1","APBB1","APBB1_HUMAN"
"2216","CCDC90B","CC90B_HUMAN"
"2217","SLC6A13","S6A13_HUMAN"
"2140.1","MGAT4C","MGT4C_HUMAN"
"1829.1","EEA1","EEA1_HUMAN"
"1771.1","METTL3","MTA70_HUMAN"
"1645.1","CCDC175","CC175_HUMAN"
"2218","CLUH","CLU_HUMAN"
"1425.3","SMAD2","SMAD2_HUMAN"
"2219","ISOC2","ISOC2_HUMAN"
"1442.2","THAP4","THAP4_HUMAN"
"2220","UQCC1","UQCC1_HUMAN"
"2221","ANKRD17","ANR17_HUMAN"
"2222","TMEM150C","T150C_HUMAN"
"2223","LIFR","LIFR_HUMAN"
"1546.1","TTC33","TTC33_HUMAN"
"1477.2","TAF6","TAF6_HUMAN"
"1477.3","TAF6","TAF6_HUMAN"
"2224","MED14","MED14_HUMAN"
"2225","NPHP4","NPHP4_HUMAN"
"2226","EYA3","EYA3_HUMAN"
"2227","ECHDC2","ECHD2_HUMAN"
"2157.1","KCNT2","KCNT2_HUMAN"
"1564.1","GPATCH2","GPTC2_HUMAN"
"1503.1","SHTN1","SHOT1_HUMAN"
"2228","SYT7","SYT7_HUMAN"
"1393.4","ME3","MAON_HUMAN"
"2229","YBX3","YBOX3_HUMAN"
"1828.1","CAPS2","CAYP2_HUMAN"
"2230","SLC7A1","CTR1_HUMAN"
"2231","STXBP6","STXB6_HUMAN"
"2232","L2HGDH","L2HDH_HUMAN"
"2233","RTN1","RTN1_HUMAN"
"2031.1","DICER1","DICER_HUMAN"
"2234","DAPK2","DAPK2_HUMAN"
"2235","AAGAB","AAGAB_HUMAN"
"2236","ABCC6","MRP6_HUMAN"
"1578.2","EARS2","SYEM_HUMAN"
"1517.2","SULT1A1","ST1A1_HUMAN"
"2237","COPRS","COPRS_HUMAN"
"1865.1","TXNL4A","TXN4A_HUMAN"
"2238","THUMPD2","THUM2_HUMAN"
"1995.4","FAM182B","F182B_HUMAN"
"2239","PI4KA","PI4KA_HUMAN"
"1540.1","CEP70","CEP70_HUMAN"
"2240","COMMD2","COMD2_HUMAN"
"1909.1","TCTEX1D2","TC1D2_HUMAN"
"2241","DLG1","DLG1_HUMAN"
"1456.4","BDH1","BDH_HUMAN"
"2242","NFXL1","NFXL1_HUMAN"
"2243","PPP3CA","PP2BA_HUMAN"
"1916.1","AADAT","AADAT_HUMAN"
"1740.1","CDH9","CADH9_HUMAN"
"2244","SREK1IP1","SR1IP_HUMAN"
"2245","NDUFAF4","NDUF4_HUMAN"
"1699.2","HACE1","HACE1_HUMAN"
"1927.1","BRAT1","BRAT1_HUMAN"
"1555.1","NSMAF","FAN_HUMAN"
"1942.1","FAM49B","FA49B_HUMAN"
"2246","ANKS6","ANKS6_HUMAN"
"1559.3","INIP","SOSSC_HUMAN"
"2247","ALDH18A1","P5CS_HUMAN"
"2248","RNH1","RINI_HUMAN"
"1569.2","AMN1","AMN1_HUMAN"
"2249","FAIM2","LFG2_HUMAN"
"2250","TMEM116","TM116_HUMAN"
"2251","ANAPC5","APC5_HUMAN"
"2252","MIPEP","MIPEP_HUMAN"
"2231.1","STXBP6","STXB6_HUMAN"
"1651.1","FAM227B","F227B_HUMAN"
"2253","MYO5A","MYO5A_HUMAN"
"1416.1","CNOT1","CNOT1_HUMAN"
"2254","USP36","UBP36_HUMAN"
"1522.1","OSBPL1A","OSBL1_HUMAN"
"2010.1","ATL2","ATLA2_HUMAN"
"2114.1","CLHC1","CLHC1_HUMAN"
"2114.2","CLHC1","CLHC1_HUMAN"
"1436.1","WDPCP","FRITZ_HUMAN"
"1671.1","SESTD1","SESD1_HUMAN"
"1673.1","FARSB","SYFB_HUMAN"
"1673.2","FARSB","SYFB_HUMAN"
"2255","DNER","DNER_HUMAN"
"2256","TXN2","THIOM_HUMAN"
"1609.1","HHATL","HHATL_HUMAN"
"1590.3","GOLGB1","GOGB1_HUMAN"
"1912.1","PDS5A","PDS5A_HUMAN"
"2257","HAPLN1","HPLN1_HUMAN"
"2258","TMEM173","STING_HUMAN"
"1782.3","DCTN4","DCTN4_HUMAN"
"2063.2","RARS2","SYRM_HUMAN"
"2259","POPDC3","POPD3_HUMAN"
"2260","EIF2AK1","E2AK1_HUMAN"
"2261","COA1","COA1_HUMAN"
"1988.1","TPD52","TPD52_HUMAN"
"1988.2","TPD52","TPD52_HUMAN"
"1998.3","LPAR1","LPAR1_HUMAN"
"2262","UTY","UTY_HUMAN"
"1616.4","COL16A1","COGA1_HUMAN"
"1957.2","LPXN","LPXN_HUMAN"
"2263","LTA4H","LKHA4_HUMAN"
"2264","STX2","STX2_HUMAN"
"2265","NPRL3","NPRL3_HUMAN"
"2266","MED24","MED24_HUMAN"
"2267","CARD8","CARD8_HUMAN"
"1667.2","SFXN5","SFXN5_HUMAN"
"1587.5","ICA1L","ICA1L_HUMAN"
"2268","EDEM2","EDEM2_HUMAN"
"2269","SUMF1","SUMF1_HUMAN"
"2206.1","ATP6V1H","VATH_HUMAN"
"1560.1","ST6GALNAC4","SIA7D_HUMAN"
"2270","EXD3","MUT7_HUMAN"
"1799.1","BATF3","BATF3_HUMAN"
"2271","CHD6","CHD6_HUMAN"
"2272","KMT2C","KMT2C_HUMAN"
"2129.1","PTPRD","PTPRD_HUMAN"
"1616.5","COL16A1","COGA1_HUMAN"
"2273","ANKRD10","ANR10_HUMAN"
"2274","CPNE4","CPNE4_HUMAN"
"1540.2","CEP70","CEP70_HUMAN"
"2275","COBL","COBL_HUMAN"
"2276","DLC1","RHG07_HUMAN"
"2277","UBXN11","UBX11_HUMAN"
"2278","SPATA6","SPAT6_HUMAN"
"2279","SYT2","SYT2_HUMAN"
"1805.4","PTPN20","PTN20_HUMAN"
"1805.5","PTPN20","PTN20_HUMAN"
"2280","CPEB3","CPEB3_HUMAN"
"2281","PRPF19","PRP19_HUMAN"
"1639.3","DPY19L2","D19L2_HUMAN"
"2282","MAP4K5","M4K5_HUMAN"
"2283","DCAKD","DCAKD_HUMAN"
"1864.2","DLGAP1","DLGP1_HUMAN"
"2284","CDK5RAP1","CK5P1_HUMAN"
"2285","POLN","DPOLN_HUMAN"
"2048.1","KIAA0319","K0319_HUMAN"
"2286","KIF6","KIF6_HUMAN"
"2287","RB1CC1","RBCC1_HUMAN"
"2129.2","PTPRD","PTPRD_HUMAN"
"2288","CASK","CSKP_HUMAN"
"2169.1","TM7SF3","TM7S3_HUMAN"
"2289","KANSL2","KANL2_HUMAN"
"2290","ERVK13-1","ENK13_HUMAN"
"1729.1","PDXDC2P","PDXD2_HUMAN"
"2291","DQX1","DQX1_HUMAN"
"2292","STK39","STK39_HUMAN"
"2293","TMBIM1","LFG3_HUMAN"
"1673.3","FARSB","SYFB_HUMAN"
"2294","PIGZ","PIGZ_HUMAN"
"2295","MAP3K5","M3K5_HUMAN"
"2296","DNAJC12","DJC12_HUMAN"
"2297","DSCAM","DSCAM_HUMAN"
"1985.1","SLC41A3","S41A3_HUMAN"
"2298","HTR4","5HT4R_HUMAN"
"1493.3","GNB1","GBB1_HUMAN"
"1618.1","USP33","UBP33_HUMAN"
"2299","TTLL7","TTLL7_HUMAN"
"2300","ADSS","PURA2_HUMAN"
"2301","CRTAC1","CRAC1_HUMAN"
"2302","PKD2L1","PK2L1_HUMAN"
"2303","UROS","HEM4_HUMAN"
"2303.1","UROS","HEM4_HUMAN"
"2163.1","C10orf90","CJ090_HUMAN"
"2067.2","LRRC4C","LRC4C_HUMAN"
"2304","SLC15A5","S15A5_HUMAN"
"2305","SDR9C7","DR9C7_HUMAN"
"1825.2","R3HDM2","R3HD2_HUMAN"
"2306","CEP83","CEP83_HUMAN"
"2307","CDK17","CDK17_HUMAN"
"2055.2","GNPTAB","GNPTA_HUMAN"
"2308","MMAB","MMAB_HUMAN"
"2309","RPS6KA5","KS6A5_HUMAN"
"2310","PPP4R3A","P4R3A_HUMAN"
"2311","LGMN","LGMN_HUMAN"
"1965.2","PPIP5K1","VIP1_HUMAN"
"2312","RORA","RORA_HUMAN"
"1652.1","SIN3A","SIN3A_HUMAN"
"2313","CIB2","CIB2_HUMAN"
"1857.1","AMFR","AMFR_HUMAN"
"2314","CDH8","CADH8_HUMAN"
"1772.2","NAE1","ULA1_HUMAN"
"1580.1","ZNF23","ZNF23_HUMAN"
"2008.2","KARS","SYK_HUMAN"
"1419.3","DBNDD1","DBND1_HUMAN"
"2315","TRIM16","TRI16_HUMAN"
"2316","FAM222B","F222B_HUMAN"
"2317","INTS2","INT2_HUMAN"
"2318","MATK","MATK_HUMAN"
"1867.1","TNPO2","TNPO2_HUMAN"
"1660.1","C19orf12","CS012_HUMAN"
"2319","ADAM17","ADA17_HUMAN"
"2320","PUM2","PUM2_HUMAN"
"1979.1","HEATR5B","HTR5B_HUMAN"
"2321","PIGF","PIGF_HUMAN"
"2322","CCDC88A","GRDN_HUMAN"
"2323","SLC35F5","S35F5_HUMAN"
"1587.6","ICA1L","ICA1L_HUMAN"
"1587.7","ICA1L","ICA1L_HUMAN"
"2324","USP40","UBP40_HUMAN"
"1888.2","NDUFA10","NDUAA_HUMAN"
"1995.5","FAM182B","F182B_HUMAN"
"2325","LTN1","LTN1_HUMAN"
"1538.1","RRP7A","RRP7A_HUMAN"
"1448.5","TBC1D5","TBCD5_HUMAN"
"2326","THRB","THB_HUMAN"
"2327","IQCF1","IQCF1_HUMAN"
"2078.1","GK5","GLPK5_HUMAN"
"2328","PLD1","PLD1_HUMAN"
"2329","MRPL47","RM47_HUMAN"
"1996.1","KCNIP4","KCIP4_HUMAN"
"1458.1","ARAP2","ARAP2_HUMAN"
"2330","CLOCK","CLOCK_HUMAN"
"2221.1","ANKRD17","ANR17_HUMAN"
"2331","SCARB2","SCRB2_HUMAN"
"1739.1","MANBA","MANBA_HUMAN"
"2332","INPP4B","INP4B_HUMAN"
"1595.1","CBR4","CBR4_HUMAN"
"2333","PRKAA1","AAPK1_HUMAN"
"2334","PJA2","PJA2_HUMAN"
"2335","FAM13B","FA13B_HUMAN"
"2047.2","PPP2R2B","2ABB_HUMAN"
"1925.1","CDK19","CDK19_HUMAN"
"2336","REV3L","REV3L_HUMAN"
"1927.2","BRAT1","BRAT1_HUMAN"
"2337","PSMA2","PSA2_HUMAN"
"1931.2","COG5","COG5_HUMAN"
"2338","NDUFA5","NDUA5_HUMAN"
"2339","LINGO2","LIGO2_HUMAN"
"2340","BAG1","BAG1_HUMAN"
"2341","VPS37B","VP37B_HUMAN"
"2342","DHX58","DHX58_HUMAN"
"2343","OLFM2","NOE2_HUMAN"
"2344","SNTA1","SNTA1_HUMAN"
"2345","DYNC1LI1","DC1L1_HUMAN"
"2346","FAM89A","FA89A_HUMAN"
"1639.4","DPY19L2","D19L2_HUMAN"
"2347","EIF2AK2","E2AK2_HUMAN"
"1889.1","RNF24","RNF24_HUMAN"
"2269.1","SUMF1","SUMF1_HUMAN"
"2348","CNTNAP3","CNTP3_HUMAN"
"2349","NR6A1","NR6A1_HUMAN"
"2350","PPT1","PPT1_HUMAN"
"2351","MCOLN2","MCLN2_HUMAN"
"2352","SORT1","SORT_HUMAN"
"2353","ESRRG","ERR3_HUMAN"
"1386.8","CCDC3","CCDC3_HUMAN"
"1500.1","DNAJC1","DNJC1_HUMAN"
"1955.2","UEVLD","UEVLD_HUMAN"
"2354","TRAF6","TRAF6_HUMAN"
"2355","SYT13","SYT13_HUMAN"
"1819.2","PAK1","PAK1_HUMAN"
"2356","KLRC3","NKG2E_HUMAN"
"2357","SPRYD3","SPRY3_HUMAN"
"1831.1","UHRF1BP1L","UH1BL_HUMAN"
"2358","DCUN1D2","DCNL2_HUMAN"
"1652.2","SIN3A","SIN3A_HUMAN"
"2058.1","IFT140","IF140_HUMAN"
"2359","NETO2","NETO2_HUMAN"
"2360","CNGB1","CNGB1_HUMAN"
"2105.2","CDH11","CAD11_HUMAN"
"1518.1","HYDIN","HYDIN_HUMAN"
"2361","EPOR","EPOR_HUMAN"
"2362","ELOF1","ELOF1_HUMAN"
"1876.1","ROCK2","ROCK2_HUMAN"
"1882.2","HS6ST1","H6ST1_HUMAN"
"2363","MICAL3","MICA3_HUMAN"
"2326.1","THRB","THB_HUMAN"
"2364","NGLY1","NGLY1_HUMAN"
"2365","CNTN3","CNTN3_HUMAN"
"2366","ALDH1L1","AL1L1_HUMAN"
"1455.2","APOD","APOD_HUMAN"
"1455.3","APOD","APOD_HUMAN"
"2243.1","PPP3CA","PP2BA_HUMAN"
"2367","BDH2","BDH2_HUMAN"
"1699.3","HACE1","HACE1_HUMAN"
"2368","LINC00473","CF176_HUMAN"
"2369","CACNA2D1","CA2D1_HUMAN"
"1477.4","TAF6","TAF6_HUMAN"
"2370","ORC5","ORC5_HUMAN"
"2371","CADPS2","CAPS2_HUMAN"
"1933.1","PTN","PTN_HUMAN"
"1706.1","LMBR1","LMBR1_HUMAN"
"2246.1","ANKS6","ANKS6_HUMAN"
"2372","CLIC2","CLIC2_HUMAN"
"2373","DPYD","DPYD_HUMAN"
"2374","SDAD1","SDA1_HUMAN"
"1940.2","NCALD","NCALD_HUMAN"
"2375","ST6GALNAC6","SIA7F_HUMAN"
"1617.2","OMA1","OMA1_HUMAN"
"2156.1","LRRIQ3","LRIQ3_HUMAN"
"1620.1","GLMN","GLMN_HUMAN"
"1379.1","CSDE1","CSDE1_HUMAN"
"1801.1","RGS7","RGS7_HUMAN"
"1566.2","GRID1","GRID1_HUMAN"
"2097.1","ERLIN1","ERLN1_HUMAN"
"2376","DCP1B","DCP1B_HUMAN"
"2377","DUSP16","DUS16_HUMAN"
"2378","ITGA7","ITA7_HUMAN"
"2171.1","TSPAN19","TSN19_HUMAN"
"2250.1","TMEM116","TM116_HUMAN"
"2252.1","MIPEP","MIPEP_HUMAN"
"2379","RPS6KL1","RPKL1_HUMAN"
"2380","POMT2","POMT2_HUMAN"
"2175.1","WARS","SYWC_HUMAN"
"2381","EDC3","EDC3_HUMAN"
"1852.4","ETFA","ETFA_HUMAN"
"1852.5","ETFA","ETFA_HUMAN"
"1514.2","SCAPER","SCAPE_HUMAN"
"1419.4","DBNDD1","DBND1_HUMAN"
"2382","SSH2","SSH2_HUMAN"
"1522.2","OSBPL1A","OSBL1_HUMAN"
"2383","RIT2","RIT2_HUMAN"
"2267.1","CARD8","CARD8_HUMAN"
"2384","SYT3","SYT3_HUMAN"
"2385","GTF3C3","TF3C3_HUMAN"
"2386","FAM126B","F126B_HUMAN"
"1587.8","ICA1L","ICA1L_HUMAN"
"2116.1","CUL3","CUL3_HUMAN"
"2387","TASP1","TASP1_HUMAN"
"1995.6","FAM182B","F182B_HUMAN"
"1447.3","C1QTNF6","C1QT6_HUMAN"
"2388","NKIRAS1","KBRS1_HUMAN"
"2389","GSK3B","GSK3B_HUMAN"
"2390","MBD4","MBD4_HUMAN"
"1914.1","MAPK10","MK10_HUMAN"
"1461.2","RNF175","RN175_HUMAN"
"2391","C4orf45","CD045_HUMAN"
"2392","ANKRD55","ANR55_HUMAN"
"1462.1","REEP5","REEP5_HUMAN"
"2201.1","TNIP1","TNIP1_HUMAN"
"2393","SNCB","SYUB_HUMAN"
"2394","CMAHP","CMAH_HUMAN"
"1699.4","HACE1","HACE1_HUMAN"
"1765.1","COL28A1","COSA1_HUMAN"
"1749.1","FBXL13","DRC6_HUMAN"
"2395","DGKI","DGKI_HUMAN"
"1942.2","FAM49B","FA49B_HUMAN"
"2133.1","ARHGEF9","ARHG9_HUMAN"
"1563.1","DOCK7","DOCK7_HUMAN"
"2161.1","FAM107B","F107B_HUMAN"
"1624.1","GLUD1","DHE3_HUMAN"
"1814.1","ZNF195","ZN195_HUMAN"
"1636.2","SLCO1A2","SO1A2_HUMAN"
"2306.1","CEP83","CEP83_HUMAN"
"2233.1","RTN1","RTN1_HUMAN"
"1850.1","VPS13C","VP13C_HUMAN"
"2396","PRC1","PRC1_HUMAN"
"2397","LINS1","LINES_HUMAN"
"2058.2","IFT140","IF140_HUMAN"
"1415.3","FAM192A","PIP30_HUMAN"
"1606.1","ITGAE","ITAE_HUMAN"
"2398","SMIM7","SMIM7_HUMAN"
"2399","FTCDNL1","FONG_HUMAN"
"2400","TTLL1","TTLL1_HUMAN"
"2401","AFAP1","AFAP1_HUMAN"
"2197.1","SPARCL1","SPRL1_HUMAN"
"1547.1","DTWD2","DTWD2_HUMAN"
"2402","SPOCK1","TICN1_HUMAN"
"2403","IFNGR1","INGR1_HUMAN"
"2050.1","TRIM4","TRIM4_HUMAN"
"1485.2","KIF27","KIF27_HUMAN"
"2404","GOLM1","GOLM1_HUMAN"
"2137.1","RAB9B","RAB9B_HUMAN"
"2405","FCGR3A","FCG3A_HUMAN"
"2054.1","NME7","NDK7_HUMAN"
"1805.6","PTPN20","PTN20_HUMAN"
"1624.2","GLUD1","DHE3_HUMAN"
"2406","ATE1","ATE1_HUMAN"
"2407","RPS13","RS13_HUMAN"
"2408","COMMD9","COMD9_HUMAN"
"2067.3","LRRC4C","LRC4C_HUMAN"
"1726.1","ZDHHC24","ZDH24_HUMAN"
"2289.1","KANSL2","KANL2_HUMAN"
"2409","SMARCC2","SMRC2_HUMAN"
"1639.5","DPY19L2","D19L2_HUMAN"
"1829.2","EEA1","EEA1_HUMAN"
"2410","GIT2","GIT2_HUMAN"
"2411","KLF12","KLF12_HUMAN"
"2412","MYCBP2","MYCB2_HUMAN"
"2282.1","MAP4K5","M4K5_HUMAN"
"2032.1","DENND4A","MYCPP_HUMAN"
"2413","HAPLN3","HPLN3_HUMAN"
"1515.1","SNRPA1","RU2A_HUMAN"
"2414","PLA2G10","PA2GX_HUMAN"
"2415","ROCK1","ROCK1_HUMAN"
"2416","C3","CO3_HUMAN"
"2417","ZNF433","ZN433_HUMAN"
"1525.2","MEF2B","MEF2B_HUMAN"
"2418","TYROBP","TYOBP_HUMAN"
"2419","PPP5D1","PP5D1_HUMAN"
"2112.1","TEAD2","TEAD2_HUMAN"
"2420","STRN","STRN_HUMAN"
"1531.1","ZNF385B","Z385B_HUMAN"
"1889.2","RNF24","RNF24_HUMAN"
"2220.1","UQCC1","UQCC1_HUMAN"
"2421","MAPK1","MK01_HUMAN"
"1679.2","HPS4","HPS4_HUMAN"
"2422","ZNF385D","Z385D_HUMAN"
"1897.1","SUSD5","SUSD5_HUMAN"
"2423","EIF4E3","IF4E3_HUMAN"
"1451.2","ZNF717","ZN717_HUMAN"
"2424","PROS1","PROS_HUMAN"
"2425","PEX5L","PEX5R_HUMAN"
"2044.1","CYTL1","CYTL1_HUMAN"
"1543.1","QDPR","DHPR_HUMAN"
"1914.2","MAPK10","MK10_HUMAN"
"2426","PPM1K","PPM1K_HUMAN"
"1739.2","MANBA","MANBA_HUMAN"
"2427","PRDM5","PRDM5_HUMAN"
"1464.1","H2AFY","H2AY_HUMAN"
"2428","HDAC3","HDAC3_HUMAN"
"1742.1","PDGFRB","PGFRB_HUMAN"
"2429","KIAA1191","P33MX_HUMAN"
"2430","RNF130","GOLI_HUMAN"
"2149.1","ZFP62","ZFP62_HUMAN"
"2431","CNR1","CNR1_HUMAN"
"2432","RAPGEF5","RPGF5_HUMAN"
"2433","CALN1","CABP8_HUMAN"
"2434","PSD3","PSD3_HUMAN"
"2435","ZNF395","ZN395_HUMAN"
"2018.1","RMDN1","RMD1_HUMAN"
"1709.1","RAD54B","RA54B_HUMAN"
"1714.2","NMRK1","NRK1_HUMAN"
"1947.1","AGTPBP1","CBPC1_HUMAN"
"2436","SPTLC1","SPTC1_HUMAN"
"1716.2","MAPKAP1","SIN1_HUMAN"
"2136.1","ATRX","ATRX_HUMAN"
"2437","GLA","AGAL_HUMAN"
"2021.1","RAP1GAP","RPGP1_HUMAN"
"2227.1","ECHDC2","ECHD2_HUMAN"
"2438","GNG12","GBG12_HUMAN"
"2439","PIGK","GPI8_HUMAN"
"2440","CTSS","CATS_HUMAN"
"2441","TFCP2","TFCP2_HUMAN"
"2442","GLT8D2","GL8D2_HUMAN"
"2380.1","POMT2","POMT2_HUMAN"
"2443","EFCAB11","EFC11_HUMAN"
"1852.6","ETFA","ETFA_HUMAN"
"2397.1","LINS1","LINES_HUMAN"
"2361.1","EPOR","EPOR_HUMAN"
"2267.2","CARD8","CARD8_HUMAN"
"1885.1","HIBCH","HIBCH_HUMAN"
"2269.2","SUMF1","SUMF1_HUMAN"
"2444","IFT80","IFT80_HUMAN"
"1919.1","TMEM232","TM232_HUMAN"
"2445","GABRB2","GBRB2_HUMAN"
"2446","SSR1","SSRA_HUMAN"
"2447","GNA12","GNA12_HUMAN"
"1940.3","NCALD","NCALD_HUMAN"
"2448","UBAC1","UBAC1_HUMAN"
"2449","GPM6B","GPM6B_HUMAN"
"1376.1","MECR","MECR_HUMAN"
"2450","C1orf216","CA216_HUMAN"
"2451","ODF2L","ODF2L_HUMAN"
"2353.1","ESRRG","ERR3_HUMAN"
"1801.2","RGS7","RGS7_HUMAN"
"2452","HNRNPF","HNRPF_HUMAN"
"2453","ATAD1","ATAD1_HUMAN"
"1810.1","BBIP1","BBIP1_HUMAN"
"2454","DEAF1","DEAF1_HUMAN"
"2455","PHF21A","PF21A_HUMAN"
"2456","VSTM5","VSTM5_HUMAN"
"2457","AGAP2","AGAP2_HUMAN"
"2458","NUAK1","NUAK1_HUMAN"
"2459","KPNA3","IMA4_HUMAN"
"2460","TRPM7","TRPM7_HUMAN"
"1851.1","IGDCC4","IGDC4_HUMAN"
"2461","CTSH","CATH_HUMAN"
"2462","LYSMD4","LYSM4_HUMAN"
"1419.5","DBNDD1","DBND1_HUMAN"
"2463","TRPV1","TRPV1_HUMAN"
"2179.1","CCDC144B","C144B_HUMAN"
"2464","ADCY3","ADCY3_HUMAN"
"2465","PNPT1","PNPT1_HUMAN"
"1881.1","ANKRD36B","AN36B_HUMAN"
"2399.1","FTCDNL1","FONG_HUMAN"
"2116.2","CUL3","CUL3_HUMAN"
"2363.1","MICAL3","MICA3_HUMAN"
"2466","OSBPL10","OSB10_HUMAN"
"2467","PLCH1","PLCH1_HUMAN"
"2242.1","NFXL1","NFXL1_HUMAN"
"2468","RNGTT","MCE1_HUMAN"
"2469","MEOX2","MEOX2_HUMAN"
"2470","KRIT1","KRIT1_HUMAN"
"2471","POT1","POTE1_HUMAN"
"2133.2","ARHGEF9","ARHG9_HUMAN"
"1618.2","USP33","UBP33_HUMAN"
"1619.1","COL24A1","COOA1_HUMAN"
"2472","DNTTIP2","TDIF2_HUMAN"
"1805.7","PTPN20","PTN20_HUMAN"
"2280.1","CPEB3","CPEB3_HUMAN"
"2454.1","DEAF1","DEAF1_HUMAN"
"1629.2","PTPN5","PTN5_HUMAN"
"1504.1","RAB6A","RAB6A_HUMAN"
"1572.1","ARL1","ARL1_HUMAN"
"2473","CRY1","CRY1_HUMAN"
"1837.1","MICU2","MICU2_HUMAN"
"2474","TTBK2","TTBK2_HUMAN"
